ward name,local authority code,Borough,All usual residents,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated
South Hornchurch,E09000016,Havering,10526,5421,42,206,15,840,107,35,3262,598
Squirrels Heath,E09000016,Havering,15697,7817,66,744,91,782,392,68,4900,837
Upminster,E09000016,Havering,13338,8310,50,161,52,214,89,34,3737,691
Belmore,E09000017,Hillingdon,17363,3907,116,3484,7,3062,4769,139,1070,809
Charville,E09000017,Hillingdon,11489,4141,44,1407,16,1941,1667,67,1660,546
Colham & Cowley,E09000017,Hillingdon,19254,7755,228,1338,70,2955,1050,132,4333,1393
Eastcote,E09000017,Hillingdon,16679,7486,123,2295,175,1173,308,188,3971,960
Harefield Village,E09000017,Hillingdon,5751,3034,20,223,51,180,48,35,1798,362
Hayes Town,E09000017,Hillingdon,15304,4593,202,1866,12,3760,2206,163,1803,699
Heathrow Villages,E09000017,Hillingdon,14033,6382,191,997,15,2165,1440,88,2043,712
Hillingdon East,E09000017,Hillingdon,15631,6381,120,1665,19,2075,1295,111,3100,865
Hillingdon West,E09000017,Hillingdon,9866,3836,85,933,16,1399,668,84,2259,586
Ickenham & South Harefield,E09000017,Hillingdon,15504,7088,79,1466,57,972,872,113,3945,912
Northwood,E09000017,Hillingdon,11300,4191,119,2077,498,1157,255,303,2032,668
Northwood Hills,E09000017,Hillingdon,11857,4518,128,2248,223,1161,161,237,2454,727
Pinkwell,E09000017,Hillingdon,16831,4184,180,1797,13,3783,4469,156,1450,799
Ruislip,E09000017,Hillingdon,15493,8162,100,1246,74,779,203,158,3924,847
Ruislip Manor,E09000017,Hillingdon,10847,5771,61,839,24,547,182,106,2720,597
South Ruislip,E09000017,Hillingdon,17067,7884,157,2021,25,1647,269,103,4070,891
Uxbridge,E09000017,Hillingdon,18111,7239,177,1002,32,2803,574,141,4690,1453
West Drayton,E09000017,Hillingdon,18428,7341,166,1763,18,2883,885,146,4156,1070
Wood End,E09000017,Hillingdon,19385,5910,159,2031,17,4605,3134,85,2526,918
Yeading,E09000017,Hillingdon,13552,4642,75,1590,10,3061,1448,66,2028,632
Yiewsley,E09000017,Hillingdon,12120,4981,98,734,15,1979,417,67,3168,661
Bedfont,E09000018,Hounslow,15337,6066,330,1421,14,2440,899,102,3192,873
Brentford East,E09000018,Hounslow,8605,3421,73,339,13,1734,154,72,2238,561
Brentford West,E09000018,Hounslow,8539,3831,72,187,27,1089,123,60,2540,610
Chiswick Gunnersbury,E09000018,Hounslow,12786,5343,153,302,119,1270,83,89,4431,996
Chiswick Homefields,E09000018,Hounslow,13887,6505,118,207,158,845,96,76,4716,1166
Chiswick Riverside,E09000018,Hounslow,9879,4103,92,202,77,726,84,72,3740,783
Cranford,E09000018,Hounslow,16022,6023,187,1577,8,3289,2895,103,1242,698
Feltham North,E09000018,Hounslow,12793,5473,361,1324,10,1840,753,168,2078,786
Feltham West,E09000018,Hounslow,16216,6804,270,1650,18,2030,455,156,3903,930
Hanworth Park,E09000018,Hounslow,10044,4480,214,727,7,1103,326,58,2490,639
Hanworth Village,E09000018,Hounslow,16532,6960,259,920,13,2988,480,87,3877,948
Heston Central,E09000018,Hounslow,14531,4120,147,2088,5,3238,2943,111,1029,850
Heston East,E09000018,Hounslow,11550,2874,152,1688,7,2410,3003,116,805,495
Heston West,E09000018,Hounslow,15338,3257,76,1704,4,3875,4747,76,938,661
Hounslow Central,E09000018,Hounslow,10616,3992,163,2306,3,1998,562,117,834,641
Hounslow East,E09000018,Hounslow,8788,3082,196,1335,6,1938,632,68,991,540
Hounslow Heath,E09000018,Hounslow,16068,5545,194,2428,10,4064,1338,176,1475,838
Hounslow South,E09000018,Hounslow,13851,5924,141,1496,19,1838,1037,111,2424,861
Hounslow West,E09000018,Hounslow,15911,6226,316,2404,7,2805,2014,178,1141,820
Isleworth,E09000018,Hounslow,14044,5973,109,620,47,2244,298,78,3670,1005
Osterley & Spring Grove,E09000018,Hounslow,14580,5325,171,1751,18,2321,1536,154,2389,915
Syon & Brentford Lock,E09000018,Hounslow,12173,4919,130,684,32,1931,202,90,3355,830
Arsenal,E09000019,Islington,13146,4343,111,126,123,1589,34,171,5559,1090
Barnsbury,E09000019,Islington,11843,4390,111,91,155,841,33,86,5259,877
Bunhill,E09000019,Islington,11155,3973,95,227,129,1250,38,155,4275,1013
Caledonian,E09000019,Islington,11320,4141,144,126,38,1890,29,161,3953,838
Canonbury,E09000019,Islington,12529,4710,72,83,134,1127,27,229,5137,1010
Clerkenwell,E09000019,Islington,10998,3932,78,123,115,1160,30,109,4482,969
Finsbury Park,E09000019,Islington,14414,4628,123,80,100,3094,23,223,4949,1194
Highbury,E09000019,Islington,13949,4533,111,102,259,1336,50,157,6367,1034
Hillrise,E09000019,Islington,14812,5366,125,116,293,1791,40,282,5669,1130
Holloway,E09000019,Islington,12358,4142,106,207,121,1605,31,164,5043,939
Junction,E09000019,Islington,12965,4438,106,198,266,1300,27,158,5479,993
Laycock,E09000019,Islington,13192,4708,109,142,148,1680,47,147,5142,1069
Mildmay,E09000019,Islington,14180,4797,89,81,155,1620,51,239,6105,1043
St Mary's & St James',E09000019,Islington,11669,4151,94,109,141,1003,33,148,5106,884
St Peter's & Canalside,E09000019,Islington,11680,3966,112,166,143,1635,47,133,4590,888
Tollington,E09000019,Islington,13946,4725,106,128,156,1813,31,170,5828,989
Tufnell Park,E09000019,Islington,12389,4176,106,103,229,1110,32,170,5528,935
Abingdon,E09000020,Kensington and Chelsea,8165,3952,121,108,193,850,12,77,2104,748
Brompton & Hans Town,E09000020,Kensington and Chelsea,8122,3853,83,96,204,834,22,53,1796,1181
Campden,E09000020,Kensington and Chelsea,8475,4059,94,139,361,504,23,42,2288,965
Chelsea Riverside,E09000020,Kensington and Chelsea,7460,3791,68,75,83,1199,15,73,1558,598
Colville,E09000020,Kensington and Chelsea,8568,3919,95,40,133,996,19,88,2494,784
Courtfield,E09000020,Kensington and Chelsea,8228,3874,92,145,220,583,30,73,2305,906
Dalgarno,E09000020,Kensington and Chelsea,6999,3398,39,28,37,1630,7,29,1341,490
Earl's Court,E09000020,Kensington and Chelsea,8930,4147,184,115,89,800,24,28,2633,910
Golborne,E09000020,Kensington and Chelsea,8885,3423,64,51,53,2467,13,71,1948,795
Holland,E09000020,Kensington and Chelsea,9247,4385,121,114,184,1429,16,59,1996,943
Norland,E09000020,Kensington and Chelsea,5455,2742,68,42,148,300,9,36,1637,473
Notting Dale,E09000020,Kensington and Chelsea,9406,4359,79,35,55,2094,12,39,1684,1049
Pembridge,E09000020,Kensington and Chelsea,5370,2361,90,70,109,288,19,48,1684,701
Queen's Gate,E09000020,Kensington and Chelsea,7616,3666,109,167,181,529,32,76,2047,809
Redcliffe,E09000020,Kensington and Chelsea,9168,4899,79,127,173,520,34,96,2430,810
Royal Hospital,E09000020,Kensington and Chelsea,8408,5108,65,79,184,479,10,60,1707,716
St. Helen's,E09000020,Kensington and Chelsea,6285,3000,62,19,108,620,5,49,1920,502
Stanley,E09000020,Kensington and Chelsea,8548,4397,85,130,160,724,11,57,2040,944
Alexandra,E09000021,Kingston upon Thames,5818,2632,43,413,29,395,60,36,1782,428
Berrylands,E09000021,Kingston upon Thames,6423,2993,29,230,51,215,41,42,2404,418
Canbury Gardens,E09000021,Kingston upon Thames,7951,3119,113,268,48,584,65,53,3079,622
Chessington South & Malden Rushett,E09000021,Kingston upon Thames,9797,4519,65,327,19,422,61,57,3794,533
Coombe Hill,E09000021,Kingston upon Thames,7438,3070,99,370,83,1232,65,61,1803,655
Coombe Vale,E09000021,Kingston upon Thames,10324,4528,102,757,57,868,119,63,3085,745
Green Lane & St James,E09000021,Kingston upon Thames,6820,3023,71,571,28,789,53,57,1774,454
Hook & Chessington North,E09000021,Kingston upon Thames,10742,5385,76,345,10,544,50,39,3651,642
King George's & Sunray,E09000021,Kingston upon Thames,5777,2626,46,512,10,560,47,33,1551,392
Kingston Gate,E09000021,Kingston upon Thames,10978,4424,113,315,42,824,135,81,4249,795
Kingston Town,E09000021,Kingston upon Thames,10358,3695,112,289,46,700,87,129,4432,868
Motspur Park & Old Malden East,E09000021,Kingston upon Thames,7023,3288,100,614,11,796,49,53,1724,388
New Malden Village,E09000021,Kingston upon Thames,9908,4477,107,632,33,795,74,41,3097,652
Norbiton,E09000021,Kingston upon Thames,11126,4328,143,536,32,1312,162,37,3863,713
Old Malden,E09000021,Kingston upon Thames,6641,3106,51,503,16,850,81,43,1593,398
St Mark's & Seething Wells,E09000021,Kingston upon Thames,11816,4387,136,250,69,575,69,124,5123,1083
Surbiton Hill,E09000021,Kingston upon Thames,10829,4381,123,351,64,602,76,85,4253,894
Tolworth,E09000021,Kingston upon Thames,11076,4569,105,863,25,939,87,49,3724,715
Tudor,E09000021,Kingston upon Thames,7195,3103,94,302,22,358,49,44,2650,573
Brixton Acre Lane,E09000022,Lambeth,15271,5777,122,79,90,799,19,103,7199,1083
Brixton North,E09000022,Lambeth,16210,7727,133,53,49,1901,11,163,4819,1354
Brixton Rush Common,E09000022,Lambeth,14610,6405,142,61,48,1083,20,124,5624,1103
Brixton Windrush,E09000022,Lambeth,9914,4252,132,26,51,952,13,74,3688,726
Clapham Common & Abbeville,E09000022,Lambeth,10059,4331,32,116,98,356,24,74,4372,656
Clapham East,E09000022,Lambeth,9934,4027,66,83,42,789,15,61,4101,750
Clapham Park,E09000022,Lambeth,13210,5914,109,107,52,1176,16,107,4628,1101
Clapham Town,E09000022,Lambeth,15485,6637,76,108,60,725,35,92,6669,1083
Gipsy Hill,E09000022,Lambeth,10735,4528,71,82,39,803,16,87,4220,889
Herne Hill & Loughborough Junction,E09000022,Lambeth,15979,6373,119,139,48,1295,33,114,6709,1149
Kennington,E09000022,Lambeth,15027,7158,126,114,61,1326,14,99,5149,980
Knight's Hill,E09000022,Lambeth,16542,7547,103,196,64,1140,31,139,5862,1460
Myatt's Fields,E09000022,Lambeth,11076,5096,89,44,37,1065,16,70,3783,876
Oval,E09000022,Lambeth,12190,5286,137,82,68,849,21,81,4708,958
St Martin's,E09000022,Lambeth,10379,5121,85,73,16,820,15,66,3454,729
Stockwell East,E09000022,Lambeth,10376,4470,80,46,43,750,21,83,4152,731
Stockwell West & Larkhall,E09000022,Lambeth,16557,8035,127,75,60,1788,20,111,5165,1176
Streatham Common & Vale,E09000022,Lambeth,17346,8243,71,503,45,2222,35,99,4704,1424
Streatham Hill East,E09000022,Lambeth,10219,4378,44,78,43,909,10,78,3837,842
Streatham Hill West & Thornton,E09000022,Lambeth,10596,4290,66,116,64,509,22,69,4694,766
Streatham St Leonard's,E09000022,Lambeth,16035,6976,61,334,66,1673,50,111,5712,1052
Streatham Wells,E09000022,Lambeth,9873,4200,94,107,33,912,15,88,3682,742
Vauxhall,E09000022,Lambeth,9632,3786,144,174,62,860,24,75,3636,871
Waterloo & South Bank,E09000022,Lambeth,8883,3551,127,242,56,680,22,73,3418,714
West Dulwich,E09000022,Lambeth,11522,4625,83,148,59,479,15,102,5131,880
Bellingham,E09000023,Lewisham,11659,6071,116,373,15,1017,25,72,3124,846
Blackheath,E09000023,Lewisham,16213,6705,179,275,53,907,47,156,6548,1343
Brockley,E09000023,Lewisham,17938,6356,189,289,84,1161,22,184,8252,1401
Catford South,E09000023,Lewisham,17247,8707,131,748,25,1609,80,108,4436,1403
Crofton Park,E09000023,Lewisham,15489,5697,82,179,56,757,27,118,7441,1132
Deptford,E09000023,Lewisham,16396,6939,419,221,49,1590,33,174,5682,1289
Downham,E09000023,Lewisham,18756,9756,104,697,17,1359,47,106,5455,1215
Evelyn,E09000023,Lewisham,14954,6579,300,201,24,1675,32,78,4868,1197
Forest Hill,E09000023,Lewisham,15168,5891,150,222,69,793,33,141,6774,1095
Grove Park,E09000023,Lewisham,15598,7603,132,478,27,955,46,91,5061,1205
Hither Green,E09000023,Lewisham,20258,9769,141,678,44,1434,49,133,6481,1529
Ladywell,E09000023,Lewisham,15206,5904,205,345,50,1007,22,150,6318,1205
Lee Green,E09000023,Lewisham,14985,6377,140,329,51,852,26,85,6089,1036
Lewisham Central,E09000023,Lewisham,8375,3335,171,347,28,596,18,63,3137,680
New Cross Gate,E09000023,Lewisham,10901,4839,146,113,28,1468,15,62,3461,769
Perry Vale,E09000023,Lewisham,18320,7789,120,220,71,1022,72,131,7607,1288
Rushey Green,E09000023,Lewisham,18760,9127,184,377,24,1554,59,172,5920,1343
Sydenham,E09000023,Lewisham,17345,7621,150,249,51,1188,46,109,6622,1309
Telegraph Hill,E09000023,Lewisham,16922,6662,211,105,44,1295,25,138,7089,1353
Abbey,E09000024,Merton,10255,4278,105,407,42,819,22,79,3749,754
Cannon Hill,E09000024,Merton,9946,4977,95,543,15,831,28,58,2771,628
Colliers Wood,E09000024,Merton,11555,4656,81,668,28,1186,44,72,3974,846
Cricket Green,E09000024,Merton,12120,5906,87,808,19,1645,22,80,2626,927
Figge's Marsh,E09000024,Merton,11094,5341,101,1174,19,1583,33,39,2092,712
Graveney,E09000024,Merton,11803,5240,60,1311,14,1722,36,58,2533,829
Hillside,E09000024,Merton,8522,3944,106,302,57,409,9,57,2959,679
Lavender Fields,E09000024,Merton,11564,5449,102,803,24,1334,46,43,2944,819
Longthornton,E09000024,Merton,11830,6108,60,790,12,1693,70,52,2172,873
Lower Morden,E09000024,Merton,11488,5820,130,636,22,992,4,59,3164,661
Merton Park,E09000024,Merton,8292,3857,89,392,34,1035,20,41,2284,540
Pollards Hill,E09000024,Merton,11881,6322,41,630,14,1741,46,62,2279,746
Ravensbury,E09000024,Merton,9473,4441,90,753,12,1172,35,52,2276,642
Raynes Park,E09000024,Merton,12250,5707,135,424,68,656,45,96,4212,907
St Helier,E09000024,Merton,11117,4781,178,717,16,1809,14,42,2929,631
Village,E09000024,Merton,11470,5811,106,397,150,549,31,69,3436,921
Wandle,E09000024,Merton,6274,2743,20,231,18,410,3,25,2361,463
West Barnes,E09000024,Merton,10495,5400,99,845,26,701,26,62,2684,652
Wimbledon Park,E09000024,Merton,11064,5166,86,253,88,813,38,56,3873,691
Wimbledon Town & Dundonald,E09000024,Merton,12694,5386,124,512,79,567,45,98,4903,980
Beckton,E09000025,Newham,15301,7511,137,369,13,3428,106,103,2477,1157
Boleyn,E09000025,Newham,15598,4861,80,899,22,7121,216,51,1518,830
Canning Town North,E09000025,Newham,10635,4844,93,222,17,2640,76,41,2019,683
Canning Town South,E09000025,Newham,7056,3013,73,274,7,1419,53,40,1686,491
Custom House,E09000025,Newham,17716,9417,143,347,16,3269,74,69,3249,1132
East Ham,E09000025,Newham,15048,4152,62,1721,6,6901,263,28,1031,884
East Ham South,E09000025,Newham,18062,6803,75,842,21,7074,181,71,1957,1038
Forest Gate North,E09000025,Newham,10790,4371,36,283,27,2997,139,64,2172,701
Forest Gate South,E09000025,Newham,17370,5597,100,574,26,7037,329,92,2521,1094
Green Street East,E09000025,Newham,16786,2943,32,2472,4,8665,869,67,792,942
Green Street West,E09000025,Newham,15905,2829,46,2021,8,8482,513,95,772,1139
Little Ilford,E09000025,Newham,18101,4805,38,1139,15,9396,558,65,1108,977
Manor Park,E09000025,Newham,15746,3958,25,970,12,8125,430,80,1300,846
Maryland,E09000025,Newham,12758,5473,125,334,20,3216,69,99,2490,932
Plaistow North,E09000025,Newham,17666,6034,126,690,16,7625,193,96,1755,1131
Plaistow South,E09000025,Newham,13438,6058,86,347,6,4294,90,56,1705,796
Plaistow West & Canning Town East,E09000025,Newham,16885,7791,108,255,13,4715,134,84,2706,1079
Plashet,E09000025,Newham,11614,1885,27,1565,1,6452,361,34,421,868
Royal Albert,E09000025,Newham,10161,4750,76,389,22,2038,62,57,2036,731
Royal Victoria,E09000025,Newham,14533,5350,158,1231,34,2057,233,135,4204,1131
Stratford,E09000025,Newham,15746,5717,160,711,35,3068,95,136,4509,1315
Stratford Olympic Park,E09000025,Newham,11848,3256,132,384,63,2117,73,71,4803,949
Wall End,E09000025,Newham,16587,5073,74,2919,12,6090,436,53,981,949
West Ham,E09000025,Newham,15702,7280,161,444,25,3913,77,86,2576,1140
Aldborough,E09000026,Redbridge,15592,4631,97,3429,428,4146,602,168,1273,818
Barkingside,E09000026,Redbridge,15213,3477,75,2957,766,4958,835,141,1037,967
Bridge,E09000026,Redbridge,13389,6250,74,654,344,1539,180,74,3397,877
Chadwell,E09000026,Redbridge,16608,5615,72,1480,112,5703,962,75,1633,956
Churchfields,E09000026,Redbridge,15687,6635,103,813,365,2300,198,143,4049,1081
Clayhall,E09000026,Redbridge,13786,2377,60,2823,556,5042,1304,91,815,718
Clementswood,E09000026,Redbridge,13752,2263,31,1337,15,7269,1456,62,559,760
Cranbrook,E09000026,Redbridge,13210,2677,74,1374,322,6071,997,102,823,770
Fairlop,E09000026,Redbridge,14759,5911,131,1743,816,2545,454,83,2158,918
Fullwell,E09000026,Redbridge,15967,5043,121,2151,682,4310,856,139,1639,1026
Goodmayes,E09000026,Redbridge,15163,3639,51,1250,24,6484,1880,66,1073,696
Hainault,E09000026,Redbridge,15699,7288,60,846,402,2613,260,141,3129,960
Ilford Town,E09000026,Redbridge,12122,2651,42,2200,14,5249,504,70,792,600
Loxford,E09000026,Redbridge,15057,3882,36,1525,13,7299,610,83,880,729
Mayfield,E09000026,Redbridge,15995,3269,40,1425,35,7835,1746,59,845,741
Monkhams,E09000026,Redbridge,9540,4495,57,659,475,841,269,70,2166,508
Newbury,E09000026,Redbridge,14322,3323,123,2789,132,5245,1102,68,801,739
Seven Kings,E09000026,Redbridge,15160,3799,71,1583,19,6054,1800,112,942,780
South Woodford,E09000026,Redbridge,12486,4887,95,690,354,1972,293,66,3350,779
Valentines,E09000026,Redbridge,15539,3522,71,1845,108,7027,937,92,1086,851
Wanstead Park,E09000026,Redbridge,8140,3312,32,212,93,1292,153,28,2479,539
Wanstead Village,E09000026,Redbridge,13010,5521,80,566,357,1263,217,86,4071,849
Barnes,E09000027,Richmond upon Thames,10473,5242,82,159,129,427,56,82,3403,893
East Sheen,E09000027,Richmond upon Thames,10675,5229,97,139,148,297,17,74,3958,716
Fulwell & Hampton Hill,E09000027,Richmond upon Thames,10722,4911,54,125,32,297,78,60,4477,688
"Ham, Petersham & Richmond Riverside",E09000027,Richmond upon Thames,10827,4600,106,181,85,703,42,75,4154,881
Hampton,E09000027,Richmond upon Thames,9973,4641,64,205,26,329,126,45,3914,623
Hampton North,E09000027,Richmond upon Thames,10041,4692,95,264,38,479,143,62,3627,641
Hampton Wick & South Teddington,E09000027,Richmond upon Thames,10764,4584,69,179,54,303,37,57,4735,746
Heathfield,E09000027,Richmond upon Thames,10419,4356,92,734,24,1347,587,79,2607,593
Kew,E09000027,Richmond upon Thames,11779,5326,122,216,94,588,81,90,4302,960
Mortlake & Barnes Common,E09000027,Richmond upon Thames,11791,5553,105,104,120,468,46,63,4436,896
North Richmond,E09000027,Richmond upon Thames,10861,4775,108,237,81,434,60,81,4229,856
St Margarets & North Twickenham,E09000027,Richmond upon Thames,11659,5128,113,228,68,364,86,63,4760,849
South Richmond,E09000027,Richmond upon Thames,11084,4871,94,251,141,366,57,87,4285,932
South Twickenham,E09000027,Richmond upon Thames,10837,5061,62,150,33,256,62,53,4449,711
Teddington,E09000027,Richmond upon Thames,10552,4895,70,87,41,212,47,58,4463,679
Twickenham Riverside,E09000027,Richmond upon Thames,11263,4786,69,126,83,382,54,111,4841,811
West Twickenham,E09000027,Richmond upon Thames,11070,4874,91,293,39,494,142,58,4364,715
Whitton,E09000027,Richmond upon Thames,10433,5002,101,523,26,724,267,71,3068,651
Borough & Bankside,E09000028,Southwark,9331,3356,128,214,80,723,37,75,3906,812
Camberwell Green,E09000028,Southwark,15248,7271,133,87,39,1829,17,98,4720,1054
Champion Hill,E09000028,Southwark,9454,4036,91,90,40,870,9,76,3603,639
Chaucer,E09000028,Southwark,15023,5836,134,321,53,2437,65,95,4765,1317
Dulwich Hill,E09000028,Southwark,9703,3766,57,71,33,393,31,39,4743,570
Dulwich Village,E09000028,Southwark,10091,4058,72,147,77,232,37,47,4709,712
Dulwich Wood,E09000028,Southwark,10292,4458,79,241,54,759,26,76,3845,754
Faraday,E09000028,Southwark,12484,6464,132,41,40,1837,19,54,3052,845
Goose Green,E09000028,Southwark,13750,4872,88,136,76,567,37,80,6976,918
London Bridge & West Bermondsey,E09000028,Southwark,14886,5929,196,303,72,1295,50,145,5702,1194
Newington,E09000028,Southwark,13831,6565,151,61,55,1771,21,130,4139,938
North Bermondsey,E09000028,Southwark,15497,6721,142,292,92,1211,29,113,5777,1120
North Walworth,E09000028,Southwark,15639,6395,190,144,78,1908,26,115,5670,1113
Nunhead & Queen's Road,E09000028,Southwark,15622,6981,104,47,49,1461,17,108,5672,1183
Old Kent Road,E09000028,Southwark,18591,9523,171,140,24,2283,45,117,5096,1192
Peckham,E09000028,Southwark,14765,7547,197,69,16,2064,17,122,3682,1051
Peckham Rye,E09000028,Southwark,10180,3947,79,49,34,554,12,50,4768,687
Rotherhithe,E09000028,Southwark,15385,6597,168,249,36,1281,33,124,5667,1230
Rye Lane,E09000028,Southwark,14262,5966,111,68,92,1060,22,84,5853,1006
St George's,E09000028,Southwark,8147,3028,81,140,49,1038,28,55,3109,619
St Giles,E09000028,Southwark,16423,7260,152,89,63,1592,24,124,5911,1208
South Bermondsey,E09000028,Southwark,15935,7574,141,177,37,1718,15,109,5069,1095
Surrey Docks,E09000028,Southwark,13154,5165,179,267,58,775,24,111,5516,1059
Beddington,E09000029,Sutton,11016,5024,82,1085,15,762,33,77,3329,609
Belmont,E09000029,Sutton,11528,4895,59,1081,39,1077,40,109,3514,714
Carshalton Central,E09000029,Sutton,11667,5725,72,413,26,402,14,60,4214,741
Carshalton South & Clockhouse,E09000029,Sutton,10075,4852,69,654,17,381,14,36,3478,574
Cheam,E09000029,Sutton,10829,5174,67,892,35,795,40,34,3083,709
Hackbridge,E09000029,Sutton,6825,2924,38,386,7,535,8,59,2472,396
North Cheam,E09000029,Sutton,11651,5474,136,1068,11,668,20,41,3568,665
St Helier East,E09000029,Sutton,8455,3781,64,381,5,533,9,63,3111,508
St Helier West,E09000029,Sutton,12296,5440,164,710,26,949,13,56,4284,654
South Beddington & Roundshaw,E09000029,Sutton,10808,4713,114,1183,20,858,61,125,3095,639
Stonecot,E09000029,Sutton,7788,3635,62,769,4,684,11,41,2155,427
Sutton Central,E09000029,Sutton,12366,5282,132,664,28,1233,17,89,4142,779
Sutton North,E09000029,Sutton,11307,5432,111,830,16,930,23,47,3231,687
Sutton South,E09000029,Sutton,12168,5349,123,919,37,1132,16,83,3728,781
Sutton West & East Cheam,E09000029,Sutton,11507,5168,150,846,24,796,18,76,3682,747
The Wrythe,E09000029,Sutton,10713,5077,80,404,17,597,17,59,3876,586
Wallington North,E09000029,Sutton,11951,5546,68,615,22,738,17,70,4135,740
Wallington South,E09000029,Sutton,11222,5072,117,871,19,840,26,54,3532,691
Worcester Park North,E09000029,Sutton,8310,3801,58,458,23,534,21,36,2824,555
Worcester Park South,E09000029,Sutton,7174,3618,48,432,17,279,31,33,2325,391
Bethnal Green,E09000030,Tower Hamlets,21210,4360,242,293,85,8659,77,106,5979,1409
Blackwall & Cubitt Town,E09000030,Tower Hamlets,21814,5695,323,1223,96,5715,105,158,6643,1856
Bow East,E09000030,Tower Hamlets,19519,5060,124,137,111,5345,64,130,7375,1173
Bow West,E09000030,Tower Hamlets,13716,3441,104,106,78,4173,68,82,4845,819
Bromley North,E09000030,Tower Hamlets,11442,2392,109,154,26,5475,47,23,2494,722
Bromley South,E09000030,Tower Hamlets,14224,2863,133,164,39,7056,28,52,2906,983
Canary Wharf,E09000030,Tower Hamlets,17938,4856,268,1025,79,4744,85,120,5360,1401
Island Gardens,E09000030,Tower Hamlets,14903,4731,220,668,54,3792,40,110,4179,1109
Lansbury,E09000030,Tower Hamlets,21738,5182,205,366,46,10335,47,83,4161,1313
Limehouse,E09000030,Tower Hamlets,6753,2074,72,170,43,1557,38,60,2171,568
Mile End,E09000030,Tower Hamlets,21800,4304,150,242,52,10255,48,80,5177,1492
Poplar,E09000030,Tower Hamlets,7957,1590,52,169,19,4279,21,33,1322,472
St Dunstan's,E09000030,Tower Hamlets,14354,2466,92,144,58,8088,38,56,2643,769
St Katharine's & Wapping,E09000030,Tower Hamlets,12052,3864,113,279,80,2243,41,78,4394,960
St Peter's,E09000030,Tower Hamlets,19968,3570,154,115,109,8246,50,147,6169,1408
Shadwell,E09000030,Tower Hamlets,12976,2186,85,113,62,7762,11,60,1910,787
Spitalfields & Banglatown,E09000030,Tower Hamlets,13221,2134,157,273,70,5956,26,69,3561,975
Stepney Green,E09000030,Tower Hamlets,12458,2277,70,70,71,7002,25,47,2066,830
Weavers,E09000030,Tower Hamlets,13270,2747,107,101,102,4988,39,67,4283,836
Whitechapel,E09000030,Tower Hamlets,18983,3417,183,491,65,8241,73,99,4983,1431
Cann Hall,E09000031,Waltham Forest,16077,7072,95,268,42,3666,104,195,3556,1079
Cathall,E09000031,Waltham Forest,10547,4447,65,157,33,2442,49,88,2538,728
Chapel End,E09000031,Waltham Forest,14062,5503,62,378,62,2734,26,116,4232,949
Chingford Green,E09000031,Waltham Forest,11569,5969,39,125,115,980,45,127,3361,808
Endlebury,E09000031,Waltham Forest,8945,4447,45,172,83,1096,42,140,2281,639
Forest,E09000031,Waltham Forest,16541,5363,117,237,33,5940,98,124,3587,1042
Grove Green,E09000031,Waltham Forest,14806,5560,99,234,42,3133,122,47,4412,1157
Hale End & Highams Park South,E09000031,Waltham Forest,9435,3917,50,150,65,1405,52,74,3076,646
Hatch Lane & Highams Park North,E09000031,Waltham Forest,13204,6134,64,188,132,1264,45,171,4272,934
High Street,E09000031,Waltham Forest,10767,3505,93,216,40,2631,27,100,3391,764
Higham Hill,E09000031,Waltham Forest,14126,5506,90,361,44,3301,49,153,3659,963
Hoe Street,E09000031,Waltham Forest,14251,5026,98,182,41,3131,34,98,4834,807
Larkswood,E09000031,Waltham Forest,13411,6146,93,275,71,2263,60,292,3303,908
Lea Bridge,E09000031,Waltham Forest,15110,5371,137,235,45,4525,61,129,3573,1034
Leyton,E09000031,Waltham Forest,13781,5152,90,221,43,3903,88,127,3266,891
Leytonstone,E09000031,Waltham Forest,12349,4278,137,168,68,2587,115,83,4035,878
Markhouse,E09000031,Waltham Forest,10116,3069,60,171,37,3627,33,65,2307,747
St James,E09000031,Waltham Forest,12509,3943,79,185,62,2188,43,130,4550,1329
Upper Walthamstow,E09000031,Waltham Forest,8405,3462,39,157,56,1675,36,62,2355,563
Valley,E09000031,Waltham Forest,14299,6784,116,302,45,2738,53,306,2968,987
William Morris,E09000031,Waltham Forest,14643,4708,94,664,57,3035,72,102,4974,937
Wood Street,E09000031,Waltham Forest,9489,3280,67,125,53,1894,29,92,3201,748
Balham,E09000032,Wandsworth,17475,7118,75,430,219,923,32,84,7470,1124
Battersea Park,E09000032,Wandsworth,18950,8997,139,190,114,2118,30,140,5641,1581
East Putney,E09000032,Wandsworth,17165,7107,146,299,108,1438,65,95,6646,1261
Falconbrook,E09000032,Wandsworth,12042,5229,92,136,25,1925,47,107,3618,863
Furzedown,E09000032,Wandsworth,17744,7195,81,561,55,2565,77,104,5892,1214
Lavender,E09000032,Wandsworth,12565,5382,74,138,67,407,19,56,5562,860
Nine Elms,E09000032,Wandsworth,5464,1816,59,102,24,712,23,44,2266,418
Northcote,E09000032,Wandsworth,13341,6369,58,158,85,427,36,52,5254,902
Roehampton,E09000032,Wandsworth,19135,8186,189,211,112,3587,70,120,5287,1373
St Mary's,E09000032,Wandsworth,14290,6209,71,231,71,1067,47,105,5425,1064
Shaftesbury & Queenstown,E09000032,Wandsworth,15771,6887,123,109,44,1713,27,74,5645,1149
